Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category,lat,lng
100,9820,104,4,1,0,27,0,3,0,104,4,28.7,-100.5231
121,9834,28,0,0,0,22,0,0,0,28,0,19.1833,-70.1
130,9917,35,0,1,0,35,0,0,0,19,0,54.3833,60.8167
58,9921,68,2,1,0,40,0,1,0,68,2,50.4833,12.1167
166,9928,79,2,1,0,67,1,1,0,79,2,39.39,-74.5169
164,10011,58,2,1,0,21,0,4,0,58,2,51.602,-3.342
110,10027,27,0,0,0,27,0,0,0,16,0,-41.1333,174.85
174,10043,16,0,0,0,16,0,0,0,16,0,-20.31,118.6011
166,10089,47,0,1,0,32,0,5,0,47,0,50.8058,-1.0872
75,10133,64,2,2,0,32,0,7,0,64,2,45.6,12.2333
136,10169,56,2,1,0,41,0,0,0,56,2,42.2128,20.7392
166,10728,121,4,4,0,6,0,37,0,121,4,34.0689,-118.0823
173,10803,17,0,1,0,17,0,0,0,12,0,-18.5367,32.1247
69,10839,233,5,1,0,48,0,0,0,233,5,26.25,77.4
34,10840,117,4,1,0,16,0,4,0,117,4,10.8,-74.75
69,10860,150,3,2,0,132,3,1,0,150,3,29.42,76.67
166,10869,32,0,1,0,25,0,5,0,32,0,43.4199,-83.9501
54,10885,42,0,0,0,42,0,0,0,13,0,45.7464,-0.6333
166,10930,42,0,1,0,16,0,10,0,42,0,45.7099,-122.6632
59,10941,39,0,1,0,23,0,0,0,39,0,5.2,-1.0667
34,10954,29,0,1,0,5,0,2,0,29,0,1.35,-77.6
166,9728,30,0,1,0,30,0,6,0,29,0,41.5377,-83.6413
166,9748,38,0,1,0,38,0,2,0,26,0,38.2423,-122.6266
166,9784,55,2,2,0,31,0,4,0,55,2,32.4585,-85.0253
109,10478,33,0,0,0,33,0,2,0,17,0,52.05,4.73
58,10480,53,2,1,0,45,0,2,0,53,2,48.9667,13.1333
109,10544,30,0,1,0,30,0,2,0,19,0,52.0167,6.05
15,10576,39,0,1,0,31,0,3,0,39,0,50.8089,5.6019
85,10582,54,2,1,0,28,0,2,0,54,2,56.9489,24.1064
29,10587,32,0,1,0,22,0,1,0,32,0,48.45,-68.53
69,10651,55,2,0,0,22,0,0,0,55,2,12.9563,78.2754
130,10678,33,0,1,0,33,0,0,0,22,0,57.1167,41.7333
54,10683,148,4,1,0,25,0,12,0,148,4,43.4878,5.2322
166,10382,56,2,2,0,11,0,15,0,56,2,33.0474,-116.8766
58,10417,44,0,1,0,35,0,4,0,44,0,48.85,8.2
69,10443,122,4,3,0,122,3,0,0,114,4,26.9833,84.85
29,10464,32,0,1,0,32,0,0,0,9,0,52.2681,-113.8111
166,8880,59,2,1,0,45,0,4,0,59,2,40.1225,-75.3398
166,8881,42,0,1,0,42,0,1,0,35,0,42.6844,-73.1166
166,8951,68,2,1,0,44,0,5,0,68,2,42.1608,-70.8177
166,8986,48,0,1,0,29,0,6,0,48,0,42.4786,-83.4893
161,9030,160,3,5,0,23,0,1,0,160,3,-0.8819,30.2653
77,9045,38,0,1,0,38,0,1,0,28,0,36.646,139.0442
44,9062,36,0,0,0,36,0,1,0,35,0,55.3122,10.7897
123,9067,32,0,1,0,30,0,1,0,32,0,50.4714,17.3339
166,9161,46,0,1,0,30,0,5,0,46,0,42.7057,-84.4135
69,9162,151,3,0,0,27,0,0,0,151,3,53.5889,142.9492
15,9186,38,0,1,0,30,0,3,0,38,0,51.15,4.85
23,5932,41,0,1,0,41,0,0,0,23,0,42.6333,26.9833
159,5961,41,0,1,0,41,0,0,0,25,0,41.3764,33.7764
155,6100,36,0,0,0,17,0,0,0,36,0,13.2403,99.8254
130,5859,27,0,1,0,27,0,0,0,6,0,67.1569,32.4117
161,5882,176,3,5,0,19,0,1,0,176,3,-0.8969,29.7756
151,5927,28,0,0,0,28,0,0,0,10,0,59.3333,14.5167
159,6008,40,0,1,0,31,0,0,0,40,0,38.7225,35.4875
166,10726,68,2,2,0,15,0,20,0,68,2,40.6527,-74.2599
75,10779,92,2,2,0,32,0,6,0,92,2,45.4333,11.7833
75,10781,74,2,1,0,29,0,6,0,74,2,44.65,10.7833
69,10972,234,5,1,0,47,0,0,0,234,5,25.84,78.9
166,10982,45,0,1,0,22,0,10,0,45,0,37.9821,-122.5699
75,11000,94,2,1,0,37,0,5,0,94,2,45.4167,9.2667
37,11059,79,2,2,0,5,0,13,0,79,2,-34.6,-68.3333
48,11065,107,4,3,0,20,0,10,0,107,4,13.6989,-89.1914
157,11091,161,3,0,0,21,0,3,0,161,3,10.5667,-61.1333
166,11169,57,2,2,0,13,0,9,0,57,2,43.0674,-73.7775
77,11205,45,0,1,0,43,0,3,0,45,0,36.0781,139.7259
84,11222,51,2,0,0,29,0,0,0,51,2,16.55,104.75
75,11240,35,0,1,0,35,0,3,0,17,0,43.7544,11.1894
166,11311,35,0,1,0,33,0,5,0,35,0,41.4044,-75.6649
58,11336,42,0,0,0,32,0,1,0,42,0,51.8931,10.1783
54,11377,53,2,1,0,24,0,3,0,53,2,49.2072,2.5867
124,11409,32,0,1,0,31,0,3,0,32,0,38.4437,-9.0996
75,11410,36,0,1,0,36,0,3,0,24,0,41.2333,13.9333
130,11429,27,0,1,0,27,0,0,0,8,0,64.5667,39.8667
58,3749,51,2,1,0,28,0,3,0,51,2,49.1333,8.9167
58,3763,51,2,1,0,38,0,1,0,51,2,48.5833,12.1667
166,11477,52,2,2,0,19,0,13,0,52,2,43.7403,-87.7316
173,11547,39,0,0,0,17,0,0,0,39,0,-19.6667,30.0
108,11653,65,2,2,0,44,0,1,0,65,2,26.6528,86.2069
97,11704,39,0,1,0,39,0,2,0,21,0,35.9122,14.5042
73,11705,32,0,0,0,32,0,0,0,13,0,54.2667,-8.4833
10,12134,31,0,1,0,31,0,0,0,28,0,5.4528,-73.814
162,12155,37,0,1,0,37,0,1,0,11,0,49.415,38.155
130,12163,43,0,1,0,43,0,0,0,21,0,53.0833,103.3333
155,12242,68,2,0,0,19,0,0,0,68,2,16.8711,99.125
77,12245,44,0,1,0,44,0,1,0,18,0,34.9275,136.9878
166,12281,55,2,1,0,16,0,7,0,55,2,30.4551,-84.2527
77,12290,43,0,1,0,43,0,1,0,27,0,36.3044,139.1149
69,12295,79,2,1,0,30,0,1,0,79,2,12.831,80.0459
70,12314,201,5,5,0,201,4,3,0,167,3,-6.1783,106.6319
122,12317,50,0,0,0,15,0,0,0,50,0,8.0667,123.75
54,12338,24,0,1,0,24,0,3,0,22,0,45.8961,4.4331
12,10405,58,2,2,0,44,0,1,0,58,2,25.75,89.2444
54,10493,49,0,1,0,26,0,3,0,49,0,49.2628,4.0347
75,10551,99,2,1,0,37,0,4,0,99,2,45.5333,9.0333
122,10642,84,2,1,0,31,0,1,0,84,2,15.71,121.1047
15,10681,43,0,1,0,31,0,3,0,43,0,50.9447,3.1233
54,11773,50,0,1,0,23,0,5,0,50,0,50.3575,3.2803
58,11963,52,2,1,0,26,0,3,0,52,2,49.5258,-96.6839
33,12061,146,4,4,0,141,3,5,0,146,4,30.5098,105.5737
22,5370,23,0,0,0,14,0,1,0,23,0,-11.7839,-38.3528
83,5432,104,4,1,0,41,0,0,0,104,4,39.8389,69.5275
165,5508,22,0,0,0,16,0,0,0,22,0,-5.7,34.4833
75,5529,87,2,1,0,39,0,2,0,87,2,45.4674,7.8748
77,5551,44,0,1,0,44,0,0,0,35,0,35.3667,132.7667
164,5052,33,0,1,0,30,0,3,0,33,0,53.5355,-2.5658
77,5064,50,0,1,0,48,0,3,0,50,0,34.3914,132.4519
161,5095,59,2,2,0,17,0,0,0,59,2,1.4319,31.3525
166,5128,30,0,0,0,26,0,0,0,30,0,21.3294,-157.846
166,5234,127,4,4,0,6,0,46,0,127,4,33.98,-118.2167
22,5264,66,2,2,0,2,0,6,0,66,2,-27.0569,-49.5178
113,5329,108,4,3,0,26,0,1,0,108,4,8.5,4.55
54,1546,30,0,1,0,28,0,2,0,30,0,48.9106,2.4397
109,1559,35,0,0,0,35,0,1,0,27,0,52.0822,4.7504
159,1607,39,0,1,0,39,0,0,0,7,0,40.7347,31.6075
75,1657,65,2,1,0,20,0,5,0,65,2,45.7167,8.2667
29,1748,58,2,1,0,34,0,7,0,58,2,43.1667,-80.25
15,1763,30,0,0,0,26,0,3,0,30,0,51.1333,5.5833
80,1922,144,4,6,0,34,0,3,0,144,4,0.5667,34.5667
58,1936,41,0,1,0,26,0,2,0,41,0,49.3563,11.3176
75,2124,37,0,1,0,37,0,2,0,25,0,43.8167,11.1333
75,2300,53,2,1,0,53,1,1,0,37,0,40.9,14.3
75,2313,50,0,1,0,50,0,1,0,28,0,43.4642,13.5461
124,2325,23,0,1,0,23,0,1,0,21,0,39.8167,-7.5
58,2446,50,0,1,0,26,0,3,0,50,0,49.2167,12.65
75,60,52,2,1,0,52,1,1,0,36,0,40.95,14.3667
130,64,37,0,1,0,37,0,0,0,27,0,56.2817,90.5039
59,170,110,4,3,0,14,0,2,0,110,4,5.9742,-0.0881
146,196,40,0,1,0,27,0,1,0,40,0,38.9956,-1.8558
75,247,42,0,1,0,38,0,3,0,42,0,44.5,12.05
166,258,87,2,2,0,21,0,28,0,87,2,34.084,-118.1355
92,363,21,0,0,0,21,0,0,0,21,0,-19.3861,47.4292
69,387,145,4,0,0,35,0,0,0,145,4,21.9248,78.1279
9,477,55,2,1,0,33,0,1,0,55,2,48.2083,14.2889
159,574,39,0,0,0,35,0,0,0,39,0,41.1111,42.7022
54,626,35,0,1,0,25,0,2,0,35,0,50.292,2.78
58,853,34,0,0,0,29,0,1,0,34,0,52.2,8.8
58,867,28,0,0,0,28,0,2,0,27,0,50.1781,8.7361
122,896,52,2,1,0,17,0,0,0,52,2,7.5752,126.5585
17,1004,30,0,2,0,12,0,0,0,30,0,11.3,2.4333
164,1101,27,0,1,0,22,0,7,0,27,0,51.58,0.49
174,3116,37,0,1,0,22,0,9,0,37,0,33.4733,-117.6967
129,3134,65,2,1,0,42,0,0,0,65,2,48.1864,26.5892
109,3171,34,0,0,0,34,0,1,0,26,0,52.1167,5.2
166,3186,58,2,1,0,24,0,15,0,58,2,29.6898,-95.1151
129,3257,70,2,1,0,25,0,4,0,70,2,45.8781,22.9144
69,3268,500,1,3,0,143,3,4,0,428,1,25.1905,87.2595
22,3278,26,0,0,0,6,0,2,0,26,0,-18.2489,-43.6
166,3285,78,2,1,0,28,0,3,0,78,2,36.0637,-87.3665
122,3299,60,2,1,0,20,0,0,0,60,2,6.75,125.35
24,3334,61,2,1,0,17,0,3,0,61,2,14.1011,-1.6306
22,3364,25,0,0,0,25,0,0,0,6,0,-30.9828,-54.6728
54,3369,30,0,1,0,28,0,2,0,30,0,49.0275,2.3267
54,1174,30,0,0,0,28,0,1,0,30,0,49.4303,2.0952
15,1196,30,0,0,0,30,0,2,0,30,0,51.3167,4.8667
33,1306,105,4,3,0,91,1,2,0,105,4,41.292,123.761
74,1354,78,2,1,0,44,0,5,0,78,2,31.7456,34.9867
164,1372,39,0,1,0,20,0,7,0,39,0,53.845,-0.427
69,1385,128,4,0,0,35,0,0,0,128,4,21.6449,77.6302
166,2512,38,0,1,0,38,0,3,0,37,0,42.9082,-78.7466
166,2555,66,2,2,0,19,0,16,0,66,2,41.5997,-87.055
61,2607,73,2,2,0,15,0,6,0,73,2,14.7029,-90.5
77,2614,43,0,1,0,43,0,0,0,15,0,33.9836,-117.6654
166,2640,54,2,1,0,35,0,2,0,54,2,35.4802,-97.2666
75,2699,48,0,1,0,48,0,1,0,25,0,38.1667,13.1
54,2721,31,0,1,0,28,0,2,0,31,0,48.8014,2.2628
174,3371,63,2,1,0,23,0,0,0,63,2,9.3169,99.6944
166,2795,54,2,1,0,31,0,6,0,54,2,39.073,-77.001
32,2812,45,0,1,0,9,0,6,0,45,0,-37.95,-72.4333
166,2828,54,2,1,0,31,0,6,0,54,2,34.0378,-80.9036
75,2833,47,0,1,0,37,0,3,0,47,0,44.7,12.1833
129,2895,67,2,1,0,37,0,2,0,67,2,43.7736,24.5033
73,2914,27,0,1,0,27,0,1,0,13,0,51.8972,-8.47
75,2938,47,0,1,0,47,0,2,0,37,0,43.25,13.5167
52,3080,79,2,1,0,16,0,1,0,79,2,12.9842,37.765
166,13673,59,2,1,0,24,0,13,0,59,2,41.1428,-73.3475
166,13713,59,2,1,0,25,0,5,0,59,2,37.6895,-97.3443
58,13732,40,0,1,0,25,0,3,0,40,0,48.6239,8.7472
58,13857,41,0,0,0,27,0,2,0,41,0,50.0167,12.0167
15,13861,34,0,0,0,29,0,3,0,34,0,51.3833,4.6
166,13868,60,2,1,0,24,0,4,0,60,2,33.0362,-96.5161
33,13894,163,3,4,0,163,2,4,0,106,4,38.4178,112.7233
29,14017,25,0,1,0,22,0,1,0,25,0,51.2139,-102.4628
77,14019,42,0,1,0,42,0,0,0,33,0,34.7709,138.252
166,14031,57,2,2,0,16,0,12,0,57,2,34.0336,-117.0429
33,14050,166,3,3,0,166,2,2,0,108,4,30.0372,121.1546
100,14091,56,2,1,0,10,0,4,0,56,2,20.6228,-103.0689
69,14211,35,0,1,0,14,0,0,0,35,0,25.9667,94.5167
130,14215,31,0,1,0,31,0,4,0,29,0,55.7333,36.85
58,12180,32,0,0,0,29,0,1,0,32,0,52.9131,8.8269
122,12222,52,2,1,0,20,0,0,0,52,2,8.4578,126.1578
106,12518,59,2,0,0,23,0,0,0,59,2,17.2942,96.58
69,12595,84,2,0,0,30,0,0,0,84,2,13.65,79.4167
22,13278,29,0,1,0,14,0,1,0,29,0,-0.8578,-48.1419
75,13297,49,0,1,0,49,0,1,0,34,0,41.0096,14.0741
165,13415,21,0,0,0,15,0,0,0,21,0,-9.1081,32.9347
15,13498,36,0,1,0,24,0,4,0,36,0,50.6975,5.2556
69,13504,151,3,1,0,38,0,0,0,151,3,20.23,79.0008
166,13506,69,2,1,0,32,0,5,0,69,2,38.7627,-93.726
166,13507,40,0,1,0,40,0,3,0,39,0,41.4363,-81.5222
69,13515,146,4,1,0,35,0,0,0,146,4,21.4167,78.4
77,13523,45,0,1,0,45,0,0,0,20,0,38.0442,140.8676
166,13529,61,2,2,0,22,0,8,0,61,2,43.9734,-75.9094
166,13554,83,2,2,0,19,0,13,0,83,2,38.5866,-90.3544
33,12667,112,4,3,0,112,3,1,0,99,2,43.6172,122.264
8,12673,22,0,0,0,22,0,0,0,7,0,-27.5667,151.95
42,12723,72,2,2,0,12,0,0,0,72,2,6.552,-5.019
22,12831,20,0,0,0,14,0,0,0,20,0,-10.9628,-38.7869
54,12850,30,0,1,0,25,0,2,0,30,0,45.2658,1.7722
166,12851,54,2,1,0,25,0,5,0,54,2,36.1283,-95.9042
155,12937,54,2,0,0,25,0,0,0,54,2,17.4167,102.75
77,12991,41,0,1,0,41,0,0,0,25,0,36.8273,137.4092
169,12992,42,0,0,0,15,0,0,0,42,0,8.0204,-62.41
109,13044,31,0,0,0,31,0,2,0,28,0,52.0833,5.1167
128,13072,33,0,1,0,32,0,2,0,33,0,41.3169,22.5611
124,13073,33,0,1,0,23,0,4,0,33,0,41.1333,-8.5667
53,13095,30,0,1,0,30,0,2,0,10,0,61.2667,24.0333
75,13240,47,0,1,0,47,0,1,0,41,0,42.3106,12.0792
75,13244,64,2,1,0,29,0,7,0,64,2,44.9267,10.52
100,9217,62,2,2,0,9,0,6,0,62,2,16.6833,-98.4167
75,9306,45,0,1,0,45,0,0,0,33,0,43.4833,13.4833
162,9377,34,0,1,0,26,0,0,0,34,0,51.3244,28.8081
75,9417,33,0,1,0,33,0,2,0,23,0,45.5719,9.1692
166,9501,78,2,2,0,13,0,27,0,78,2,41.6986,-87.8266
69,10402,106,4,2,0,47,0,1,0,106,4,26.47,91.63
166,10467,99,2,3,0,3,0,28,0,99,2,33.7394,-84.1644
164,10552,74,2,0,0,32,0,0,0,74,2,51.6159,-3.4175
124,10600,39,0,0,0,29,0,1,0,39,0,39.3333,-8.9333
22,10601,41,0,1,0,10,0,5,0,41,0,-26.2539,-49.5178
166,10666,67,2,1,0,45,0,5,0,67,2,42.1295,-70.91
58,10674,35,0,1,0,35,0,1,0,30,0,50.15,9.0333
166,10699,75,2,2,0,8,0,27,0,75,2,41.6318,-88.0997
69,10230,120,4,0,0,30,0,0,0,120,4,14.4167,78.2333
71,10276,157,3,2,0,157,2,3,0,135,4,35.4394,51.5689
33,10281,232,5,21,0,16,0,28,0,232,5,36.1167,120.4
45,10332,100,4,1,0,18,0,4,0,100,4,18.5542,-69.4056
43,4452,129,4,2,0,24,0,1,0,129,4,-1.6794,29.2336
54,4457,71,2,2,0,28,0,5,0,71,2,48.9875,2.4494
70,4479,25,0,0,0,15,0,0,0,25,0,0.5333,123.0667
22,4508,28,0,1,0,16,0,2,0,28,0,-29.3789,-50.8739
152,4571,59,2,1,0,31,0,1,0,59,2,47.1906,7.3964
146,4617,59,2,1,0,27,0,2,0,59,2,20.6767,-103.3475
100,4658,48,0,1,0,22,0,1,0,48,0,28.1667,-110.6667
130,4666,32,0,1,0,32,0,0,0,28,0,64.4333,76.5
161,4690,74,2,1,0,19,0,0,0,74,2,2.7817,32.2992
174,4785,35,0,1,0,35,0,0,0,18,0,60.5667,27.2
166,4831,84,2,2,0,19,0,18,0,84,2,42.439,-82.9293
58,4954,68,2,1,0,38,0,3,0,68,2,49.6431,8.6389
77,5344,50,0,1,0,39,0,0,0,50,0,35.8275,137.954
105,5369,38,0,1,0,24,0,0,0,38,0,-23.865,35.3833
166,5380,53,2,1,0,32,0,4,0,53,2,44.8247,-93.0596
164,5382,23,0,1,0,23,0,1,0,18,0,57.4778,-4.2247
154,5433,138,4,1,0,63,1,0,0,138,4,40.1167,70.6333
22,5490,35,0,1,0,6,0,2,0,35,0,-15.2489,-40.2478
166,5592,77,2,2,0,8,0,9,0,77,2,-15.9251,-5.7179
69,5601,84,2,2,0,43,0,3,0,84,2,24.47,88.07
69,5613,95,2,2,0,62,1,1,0,95,2,24.5138,86.6458
166,5642,70,2,2,0,20,0,18,0,70,2,40.7184,-74.0686
161,5674,78,2,2,0,30,0,0,0,78,2,0.4233,33.2039
33,5675,51,2,2,0,29,0,3,0,51,2,22.165,112.4848
33,5680,74,2,2,0,74,1,1,0,68,2,41.1144,121.1292
48,5719,104,4,3,0,5,0,17,0,104,4,13.5167,-88.3833
166,10109,61,2,2,0,12,0,17,0,61,2,32.9871,-117.0201
22,10120,19,0,0,0,19,0,0,0,17,0,-17.3408,-39.2208
166,10136,50,0,1,0,13,0,5,0,50,0,34.5849,-112.4473
123,10183,78,2,1,0,37,0,3,0,78,2,50.3228,17.5767
174,10213,131,4,1,0,18,0,2,0,131,4,19.8,-70.6833
61,10320,76,2,2,0,7,0,8,0,76,2,14.8333,-91.5167
75,10719,55,2,1,0,42,0,1,0,55,2,38.485,15.9797
146,10747,26,0,0,0,26,0,2,0,14,0,36.6167,-6.35
75,10761,73,2,1,0,42,0,2,0,73,2,45.0809,11.794
166,10770,114,4,3,0,14,0,13,0,114,4,26.7038,-80.2241
34,10841,106,4,2,0,12,0,7,0,106,4,6.85,-75.8167
118,10845,69,2,1,0,22,0,4,0,69,2,9.34,-79.8
174,10387,40,0,1,0,40,0,1,0,10,0,51.336,1.416
166,10448,50,0,1,0,33,0,7,0,50,0,38.8029,-94.4583
166,10462,72,2,2,0,17,0,16,0,72,2,40.348,-74.0672
69,10517,55,2,1,0,42,0,0,0,55,2,16.0172,80.8294
166,10537,41,0,1,0,21,0,3,0,41,0,43.8226,-111.7919
58,10546,58,2,1,0,34,0,3,0,58,2,50.6333,6.95
174,10555,25,0,1,0,22,0,3,0,25,0,42.65,-8.8167
19,10557,35,0,1,0,3,0,0,0,35,0,-11.0128,-66.0572
33,10644,151,3,4,0,43,0,4,0,151,3,35.4164,119.4331
166,10698,67,2,2,0,7,0,9,0,67,2,41.8931,12.4828
43,5856,191,3,9,0,35,0,4,0,191,3,-5.897,22.4488
147,5862,54,2,0,0,21,0,0,0,54,2,7.2964,80.635
71,5902,222,5,5,0,222,4,7,0,163,3,35.8272,50.9489
80,6068,84,2,2,0,25,0,1,0,84,2,-0.3692,35.2839
116,6097,158,3,3,0,156,2,1,0,158,3,30.3,71.9333
25,1862,84,2,4,0,23,0,1,0,84,2,-3.0833,29.4
69,1987,163,3,3,0,128,3,1,0,163,3,25.5605,83.9805
146,2103,41,0,1,0,41,0,1,0,30,0,41.067,1.0564
166,2108,71,2,2,0,22,0,11,0,71,2,38.6738,-120.9872
29,2147,67,2,1,0,32,0,2,0,67,2,53.0167,-112.8333
164,2168,33,0,1,0,33,0,3,0,21,0,52.691,-2.027
75,2226,66,2,1,0,44,0,1,0,66,2,37.2833,15.0167
22,2295,23,0,0,0,13,0,1,0,23,0,-24.9556,-53.4553
166,2301,96,2,1,0,24,0,3,0,96,2,42.842,-106.3208
166,2384,56,2,1,0,27,0,5,0,56,2,32.581,-96.9591
58,1414,79,2,2,0,31,0,6,0,79,2,50.9128,8.5322
159,1432,56,2,1,0,36,0,0,0,56,2,40.1431,29.9792
31,7707,110,4,2,0,33,0,1,0,110,4,12.4742,15.4428
166,7717,37,0,1,0,22,0,15,0,37,0,40.7664,-72.8369
75,7735,43,0,1,0,43,0,1,0,22,0,40.6667,16.6
70,7762,60,2,1,0,26,0,0,0,60,2,-8.6222,122.2122
54,7799,66,2,1,0,30,0,3,0,66,2,48.9603,2.8883
75,7806,67,2,1,0,36,0,4,0,67,2,45.6667,9.1667
166,7811,47,0,1,0,27,0,9,0,47,0,42.1848,-71.305
22,7864,172,3,8,0,1,0,17,0,172,3,-22.5269,-43.7328
166,7913,67,2,1,0,7,0,20,0,67,2,33.4015,-111.7178
58,7030,61,2,1,0,34,0,4,0,61,2,51.0167,7.3833
75,7111,62,2,1,0,42,0,2,0,62,2,40.8784,-74.0814
54,7117,80,2,2,0,18,0,8,0,80,2,48.8361,2.6278
33,7148,69,2,2,0,48,0,0,0,69,2,42.77,129.4197
58,7166,53,2,1,0,37,0,4,0,53,2,48.7983,9.6883
166,7205,61,2,2,0,5,0,12,0,61,2,40.4166,-105.0623
4,7227,172,3,5,0,33,0,6,0,172,3,-8.4228,20.7393
152,7245,62,2,1,0,33,0,1,0,62,2,46.005,8.9525
69,7403,132,4,3,0,79,1,2,0,132,4,26.2322,84.1635
122,7579,36,0,1,0,22,0,0,0,36,0,7.7631,125.005
75,12967,87,2,1,0,37,0,3,0,87,2,43.3,12.3333
100,13010,45,0,1,0,25,0,2,0,45,0,20.1333,-101.1667
174,13011,26,0,1,0,26,0,5,0,25,0,52.6667,5.6
22,13019,18,0,1,0,4,0,3,0,18,0,-29.755,-57.0878
166,13053,43,0,1,0,28,0,7,0,43,0,51.5404,-0.4778
166,13120,64,2,2,0,31,0,10,0,64,2,40.8651,-84.5879
58,13151,68,2,1,0,39,0,3,0,68,2,48.105,11.7706
147,13157,59,2,0,0,26,0,0,0,59,2,8.75,80.4833
109,13198,50,0,1,0,22,0,7,0,50,0,51.5333,5.9833
152,13219,63,2,1,0,30,0,2,0,63,2,46.2,6.1
122,13276,31,0,1,0,31,0,0,0,20,0,17.5747,120.3869
130,13285,39,0,1,0,37,0,0,0,39,0,56.1167,101.1667
120,13296,160,3,8,0,0,0,5,0,160,3,-25.1,-57.5667
34,13314,65,2,2,0,0,0,5,0,65,2,4.15,-73.6333
54,13316,53,2,1,0,28,0,2,0,53,2,45.6133,5.1486
58,13186,56,2,1,0,36,0,2,0,56,2,52.6833,13.1833
166,13478,46,0,1,0,30,0,7,0,46,0,42.3889,-71.2423
164,13516,32,0,1,0,32,0,3,0,22,0,41.7062,-71.4334
166,13527,67,2,1,0,37,0,4,0,67,2,42.4918,-92.3522
166,13548,47,0,1,0,30,0,7,0,47,0,42.3586,-71.3594
75,3103,68,2,1,0,36,0,2,0,68,2,45.65,9.6
166,3128,58,2,2,0,35,0,6,0,58,2,37.8121,-121.9698
166,3254,88,2,2,0,21,0,17,0,88,2,42.3834,-83.1024
58,3317,55,2,1,0,17,0,10,0,55,2,51.5667,6.7333
69,2797,78,2,2,0,48,0,1,0,78,2,25.2633,87.2326
174,2832,30,0,1,0,30,0,3,0,28,0,53.29,-3.7
129,2981,55,2,1,0,43,0,1,0,55,2,44.3333,23.8167
166,3020,53,2,1,0,31,0,6,0,53,2,45.0377,-93.3599
164,3075,24,0,1,0,24,0,5,0,24,0,51.653,-3.021
166,3381,101,4,2,0,15,0,4,0,101,4,26.1468,-98.0559
24,3390,67,2,1,0,21,0,2,0,67,2,14.03,-0.03
109,3441,38,0,1,0,24,0,6,0,38,0,51.8833,5.6
168,3442,65,2,1,0,44,0,0,0,65,2,41.2222,61.3067
58,1485,56,2,1,0,39,0,2,0,56,2,49.9667,6.5333
70,1493,28,0,0,0,15,0,0,0,28,0,1.4472,125.1978
130,1579,39,0,1,0,35,0,0,0,39,0,49.95,40.55
54,1634,60,2,1,0,29,0,2,0,60,2,46.0789,6.4008
15,1641,65,2,1,0,26,0,7,0,65,2,50.9833,4.5667
22,1648,40,0,1,0,2,0,0,0,40,0,-4.3878,-59.5939
166,1789,61,2,2,0,23,0,13,0,61,2,39.4286,-75.2281
109,9234,38,0,1,0,29,0,5,0,38,0,51.6431,4.8569
15,9236,43,0,1,0,38,0,2,0,43,0,51.1544,3.2353
69,9249,168,3,4,0,167,2,1,0,168,3,25.98,79.47
166,9276,58,2,1,0,10,0,15,0,58,2,28.4773,-81.337
114,9310,39,0,1,0,39,0,0,0,14,0,59.9133,10.7389
100,9334,107,4,2,0,17,0,3,0,107,4,18.0,-94.6667
155,9399,22,0,0,0,22,0,0,0,17,0,18.5261,98.9394
69,9420,86,2,3,0,60,1,1,0,86,2,26.9,83.98
155,9437,45,0,1,0,26,0,0,0,45,0,14.6796,101.3976
61,9459,77,2,2,0,7,0,5,0,77,2,42.0167,-4.5333
122,9514,62,2,1,0,25,0,2,0,62,2,14.8667,120.95
60,9522,88,2,1,0,44,0,0,0,88,2,-21.3564,-51.86
75,9635,61,2,1,0,38,0,3,0,61,2,10.775,122.5417
70,9678,123,4,4,0,123,3,1,0,123,4,-6.8833,109.6667
166,9684,62,2,2,0,27,0,7,0,62,2,41.4052,-92.9189
70,9687,39,0,1,0,16,0,0,0,39,0,1.1768,108.9624
166,9725,73,2,2,0,3,0,20,0,73,2,33.7898,-117.2233
155,9793,43,0,0,0,25,0,0,0,43,0,15.2229,102.494
58,9859,55,2,1,0,30,0,5,0,55,2,53.6333,9.8
123,9868,33,0,1,0,33,0,1,0,27,0,51.4833,21.45
162,9980,37,0,1,0,37,0,0,0,12,0,48.25,31.4167
169,10029,113,4,1,0,20,0,1,0,113,4,10.9556,-63.8478
166,10054,57,2,1,0,26,0,8,0,57,2,29.1085,-81.0137
22,10072,26,0,1,0,17,0,2,0,26,0,-30.0331,-51.23
75,10082,71,2,1,0,46,0,1,0,71,2,44.95,12.3167
166,13689,40,0,1,0,32,0,4,0,40,0,39.7728,-105.1028
174,13785,45,0,1,0,40,0,1,0,45,0,42.3761,-70.9846
33,13880,206,5,12,0,3,0,51,1,206,5,37.1449,111.7718
33,13891,168,3,6,0,67,1,18,0,168,3,35.91,117.78
33,13931,56,2,1,0,24,0,5,0,56,2,21.8556,111.9627
77,13938,82,2,2,0,15,0,13,0,82,2,34.6269,135.601
109,6,31,0,1,0,31,0,2,0,23,0,51.9333,6.5833
166,29,39,0,1,0,39,0,1,0,27,0,57.15,-2.11
71,31,72,2,1,0,46,0,0,0,72,2,36.1511,49.2244
43,157,66,2,3,0,8,0,0,0,66,2,2.7333,23.75
146,253,28,0,1,0,17,0,5,0,28,0,40.5978,-3.5003
152,284,61,2,2,0,21,0,5,0,61,2,47.55,7.5333
