Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category,lat,lng
75,698,59,2,1,0,44,0,1,0,59,2,43.0758,12.6175
58,846,53,2,1,0,38,0,3,0,53,2,51.6317,10.4706
58,864,44,0,1,0,27,0,4,0,44,0,53.9194,10.6975
75,878,75,2,1,0,41,0,2,0,75,2,45.1,11.5
28,890,58,2,3,0,16,0,1,0,58,2,5.4667,10.4167
29,383,83,2,1,0,42,0,8,0,83,2,42.1,-83.0833
152,397,59,2,1,0,27,0,3,0,59,2,47.55,9.3
174,406,97,2,1,0,25,0,10,0,97,2,48.4878,-122.6292
33,452,179,3,2,0,46,0,1,0,179,3,32.6877,109.0235
116,596,164,3,3,0,164,2,1,0,154,3,30.2981,73.0561
166,307,163,3,5,0,4,0,25,0,163,3,32.8439,-116.7585
166,514,60,2,2,0,37,0,7,0,60,2,35.7237,-78.8743
166,564,38,0,1,0,22,0,3,0,38,0,40.8615,-124.0758
75,587,67,2,1,0,37,0,4,0,67,2,45.55,9.0667
112,611,164,3,1,0,20,0,0,0,164,3,18.7333,7.3833
4,9223,20,0,0,0,20,0,0,0,12,0,-17.0667,15.7333
53,9268,35,0,1,0,35,0,0,0,16,0,60.8042,25.7333
75,9296,66,2,1,0,38,0,2,0,66,2,45.4,9.9333
121,9348,36,0,1,0,5,0,2,0,36,0,-7.9,-78.5833
164,9428,54,2,1,0,24,0,6,0,54,2,50.4353,-3.5625
75,9450,44,0,1,0,44,0,1,0,22,0,40.5833,17.05
166,9496,54,2,1,0,26,0,11,0,54,2,37.3905,-122.1468
69,9513,99,2,1,0,31,0,1,0,99,2,17.6778,75.3278
29,9571,61,2,1,0,35,0,1,0,61,2,49.315,-124.312
166,9574,57,2,1,0,33,0,5,0,57,2,36.6087,-119.5434
22,9577,24,0,0,0,20,0,1,0,24,0,-5.9167,-35.25
166,9579,34,0,1,0,34,0,7,0,34,0,38.9863,-76.5518
75,9626,56,2,1,0,46,0,0,0,56,2,31.28,74.86
61,9629,103,4,4,0,5,0,12,0,103,4,14.4167,-91.1667
166,9645,57,2,1,0,30,0,4,0,57,2,40.0355,-111.739
22,9667,56,2,1,0,6,0,4,0,56,2,-22.7419,-46.9014
146,936,51,2,1,0,31,0,1,0,51,2,41.7904,0.8056
70,1006,75,2,1,0,46,0,0,0,75,2,-7.3667,108.5333
174,1008,151,3,1,0,25,0,1,0,151,3,13.4531,-16.5775
69,1046,164,3,2,0,77,1,0,0,164,3,21.3333,83.6167
34,1071,50,0,2,0,8,0,2,0,50,0,7.0667,-73.85
162,1098,42,0,1,0,42,0,0,0,14,0,46.3336,28.9614
164,1125,33,0,1,0,33,0,3,0,17,0,53.7167,-1.6356
85,1138,38,0,1,0,38,0,0,0,32,0,56.4083,24.1931
166,1193,64,2,1,0,34,0,6,0,64,2,43.0903,-83.7039
166,1333,85,2,2,0,18,0,18,0,85,2,42.4986,-83.1853
69,1401,175,3,1,0,38,0,0,0,175,3,23.9163,76.9112
164,1408,31,0,1,0,31,0,4,0,24,0,51.9,-1.15
42,1451,56,2,1,0,21,0,1,0,56,2,5.35,-3.9
166,1825,51,2,1,0,31,0,6,0,51,2,45.0681,-93.3162
67,1872,72,2,1,0,42,0,2,0,72,2,47.5123,18.9281
34,1878,32,0,1,0,9,0,1,0,32,0,3.8772,-77.0267
159,1937,61,2,1,0,39,0,0,0,61,2,39.5,26.95
164,1954,33,0,1,0,33,0,3,0,20,0,52.6831,-1.92
100,2004,61,2,1,0,39,0,0,0,61,2,22.8897,-109.9156
39,2122,77,2,1,0,24,0,2,0,77,2,20.2333,-77.2792
29,2166,46,0,1,0,23,0,1,0,46,0,51.089,-115.359
75,2204,66,2,1,0,35,0,4,0,66,2,45.7667,9.1833
22,2205,40,0,1,0,8,0,2,0,40,0,-19.79,-42.1389
146,2321,51,2,1,0,40,0,4,0,51,2,41.28,1.9767
75,2369,71,2,1,0,45,0,2,0,71,2,41.8167,12.9333
54,2376,52,2,0,0,21,0,0,0,52,2,4.933,-52.33
75,2378,69,2,1,0,33,0,3,0,69,2,45.5817,10.0258
166,2404,60,2,2,0,16,0,15,0,60,2,46.7223,-122.9696
48,2439,106,4,3,0,2,0,12,0,106,4,13.9833,-89.6833
69,2443,62,2,1,0,45,0,0,0,62,2,16.1175,80.9314
130,2445,39,0,1,0,39,0,2,0,11,0,47.2848,39.4823
41,1514,75,2,1,0,37,0,1,0,75,2,49.3631,16.6431
58,1519,69,2,2,0,25,0,5,0,69,2,49.2333,7.25
70,1572,170,3,4,0,170,2,2,0,152,3,-6.5966,106.7972
22,1649,20,0,1,0,9,0,1,0,20,0,-21.62,-49.0739
130,1674,56,2,1,0,45,0,0,0,56,2,50.3833,116.5167
166,1717,74,2,2,0,24,0,11,0,74,2,36.9716,-86.4378
58,1767,66,2,1,0,25,0,6,0,66,2,53.0833,8.8
58,1768,56,2,1,0,22,0,6,0,56,2,53.55,8.5833
30,1786,74,2,2,0,14,0,0,0,74,2,6.5369,21.9919
58,1802,69,2,1,0,41,0,3,0,69,2,51.3956,8.5678
69,8561,65,2,1,0,48,0,0,0,65,2,16.25,80.07
116,8595,158,3,1,0,44,0,0,0,158,3,26.8422,68.1228
130,8604,36,0,1,0,35,0,0,0,36,0,55.55,42.2
77,8614,32,0,1,0,32,0,0,0,10,0,44.3559,142.4632
110,8647,14,0,0,0,12,0,1,0,14,0,-41.2708,173.2839
130,8660,47,0,1,0,24,0,2,0,47,0,57.45,40.5833
54,8691,51,2,1,0,30,0,1,0,51,2,46.9933,3.1572
174,8726,70,2,2,0,20,0,18,0,70,2,40.6943,-73.9249
166,8736,73,2,3,0,18,0,20,0,73,2,33.3767,-84.7761
165,8746,26,0,0,0,15,0,0,0,26,0,-6.75,38.1167
112,8753,56,2,2,0,24,0,1,0,56,2,13.515,2.1175
144,8775,174,3,10,0,13,0,13,0,174,3,-26.4203,28.4683
77,8779,35,0,1,0,35,0,2,0,26,0,34.9739,133.4731
69,8790,136,4,1,0,38,0,0,0,136,4,18.1161,76.7525
130,8816,48,0,1,0,29,0,3,0,48,0,56.3269,44.0075
130,8846,22,0,1,0,22,0,0,0,14,0,51.8333,143.1667
155,8864,63,2,1,0,25,0,1,0,63,2,13.8667,100.5167
122,8867,30,0,1,0,17,0,0,0,30,0,6.55,124.6667
58,8874,59,2,1,0,40,0,4,0,59,2,52.1605,9.7839
166,8875,34,0,1,0,34,0,8,0,26,0,36.8945,-76.259
166,8892,68,2,2,0,17,0,22,0,68,2,40.6904,-73.539
166,8933,72,2,2,0,18,0,21,0,72,2,40.684,-73.7077
136,8990,71,2,1,0,43,0,0,0,71,2,43.15,20.5167
130,8999,33,0,1,0,33,0,0,0,22,0,45.5,41.2333
167,9034,19,0,0,0,17,0,2,0,19,0,-34.2833,-57.2
164,9047,33,0,1,0,33,0,3,0,20,0,52.523,-1.468
77,9088,55,2,1,0,45,0,2,0,55,2,38.6,140.4
130,9168,53,2,1,0,41,0,0,0,53,2,53.1667,48.6667
130,8346,74,2,1,0,44,0,0,0,74,2,43.7333,44.7
130,8348,54,2,1,0,36,0,0,0,54,2,56.45,52.2167
172,8380,76,2,2,0,17,0,1,0,76,2,-14.9853,27.0619
69,8387,26,0,1,0,26,0,1,0,22,0,14.9714,75.0366
130,8406,37,0,1,0,35,0,0,0,37,0,55.5667,42.0333
152,8435,63,2,1,0,29,0,3,0,63,2,47.5167,7.65
69,8437,61,2,1,0,37,0,0,0,61,2,10.395,79.4935
54,8530,63,2,1,0,32,0,1,0,63,2,48.6936,6.1846
54,2504,58,2,1,0,30,0,2,0,58,2,48.1117,5.1389
166,2571,41,0,2,0,33,0,8,0,41,0,41.7034,-87.7795
166,2581,48,0,1,0,20,0,8,0,48,0,39.7578,-121.8161
69,2633,207,5,1,0,35,0,0,0,207,5,24.8894,74.6239
172,2647,37,0,1,0,21,0,0,0,37,0,-16.7711,26.9922
121,2656,179,3,9,0,5,0,25,0,179,3,-11.9361,-76.6972
166,2683,50,0,2,0,33,0,9,0,50,0,41.8445,-87.7593
166,2844,55,2,1,0,10,0,13,0,55,2,39.8641,-104.843
15,8,44,0,1,0,29,0,3,0,44,0,50.9842,4.8333
77,17,35,0,1,0,35,0,0,0,29,0,44.0167,144.2667
166,36,63,2,2,0,18,0,16,0,63,2,40.1108,-75.1146
75,94,50,0,1,0,32,0,2,0,50,0,37.6667,14.8333
58,100,35,0,1,0,35,0,1,0,34,0,52.0496,9.2638
166,111,66,2,2,0,10,0,17,0,66,2,42.0657,-72.6526
75,117,80,2,1,0,39,0,4,0,80,2,43.9,11.0
160,156,57,2,1,0,43,0,0,0,57,2,42.05,59.4
159,158,64,2,1,0,38,0,1,0,64,2,38.9167,27.8333
166,199,41,0,1,0,15,0,8,0,41,0,42.6664,-73.7987
166,217,63,2,1,0,30,0,4,0,63,2,35.1054,-106.6465
174,223,101,4,1,0,49,0,1,0,101,4,39.8525,3.1192
58,250,58,2,1,0,30,0,4,0,58,2,50.7356,7.0092
166,2178,66,2,2,0,5,0,19,0,66,2,29.8761,-98.2611
75,2215,63,2,1,0,63,1,3,0,58,2,40.95,14.3
75,2284,75,2,2,0,29,0,8,0,75,2,45.1342,8.4583
121,2299,27,0,0,0,19,0,0,0,27,0,-9.4742,-78.3106
75,2318,57,2,1,0,44,0,2,0,57,2,40.6333,16.9333
32,2337,18,0,0,0,18,0,1,0,10,0,-24.7908,-50.0119
121,2344,43,0,1,0,19,0,1,0,43,0,-5.2653,-80.675
166,2358,59,2,1,0,46,0,4,0,59,2,39.2646,-76.7424
166,2393,39,0,1,0,29,0,6,0,39,0,33.3154,-96.7941
75,2412,67,2,1,0,47,0,3,0,67,2,43.7667,10.8833
165,2437,18,0,0,0,18,0,0,0,11,0,-15.8519,-74.25
166,2451,55,2,1,0,26,0,7,0,55,2,40.1142,-88.2737
33,921,158,3,3,0,158,2,2,0,113,4,29.4774,119.2853
166,929,71,2,1,0,13,0,7,0,71,2,30.5832,-91.1582
130,939,128,4,4,0,9,0,36,0,128,4,55.8167,37.9667
166,954,51,2,1,0,42,0,3,0,51,2,38.595,-90.55
155,988,59,2,1,0,23,0,1,0,59,2,13.8042,100.4755
22,1094,170,3,6,0,1,0,20,0,170,3,-23.5111,-46.8764
166,1156,107,4,3,0,16,0,26,0,107,4,40.6668,-74.1158
94,1170,63,2,6,0,36,0,0,0,63,2,32.4597,-80.7235
166,1831,52,2,1,0,14,0,11,0,52,2,39.9542,-105.0526
129,1885,39,0,1,0,39,0,2,0,38,0,44.57,25.95
164,1952,62,2,1,0,14,0,11,0,62,2,53.789,-2.248
130,1993,56,2,1,0,37,0,0,0,56,2,52.7833,52.25
22,2002,50,0,1,0,24,0,2,0,50,0,-22.8789,-42.0189
122,2020,54,2,1,0,23,0,0,0,54,2,10.95,123.3
22,2032,165,3,6,0,1,0,19,0,165,3,-23.3644,-46.7408
121,2038,27,0,1,0,4,0,0,0,27,0,-7.6237,-78.046
166,2097,51,2,2,0,29,0,12,0,51,2,34.223,-119.0321
164,2102,30,0,1,0,30,0,3,0,14,0,43.3972,-80.3114
22,2132,16,0,0,0,13,0,0,0,16,0,-10.5089,-40.3208
61,2817,103,4,3,0,6,0,13,0,103,4,14.7167,-91.7333
22,2869,48,0,1,0,4,0,2,0,48,0,-19.1719,-41.4719
32,2894,29,0,0,0,29,0,0,0,20,0,-29.9531,-71.3433
58,2980,50,0,1,0,41,0,3,0,50,0,49.1347,10.0706
75,3006,58,2,1,0,47,0,2,0,58,2,40.6,17.2333
166,12404,53,2,1,0,40,0,4,0,53,2,40.89,-74.0107
70,12414,149,4,4,0,25,0,9,0,149,4,-6.8667,109.1333
69,12422,168,3,4,0,45,0,6,0,168,3,25.994,78.2832
79,12423,51,2,1,0,18,0,1,0,51,2,44.83,78.8239
22,12482,30,0,1,0,16,0,0,0,30,0,-12.3919,-38.625
100,12505,320,1,5,0,26,0,10,0,320,1,19.52,-98.88
61,12590,86,2,2,0,38,0,2,0,86,2,14.2833,-91.3667
174,12602,93,2,1,0,93,1,1,0,27,0,28.5727,-80.8193
100,12614,151,3,1,0,32,0,2,0,151,3,20.0953,-99.22
174,12630,38,0,1,0,36,0,7,0,38,0,32.8289,129.8486
77,12639,79,2,1,0,28,0,17,0,79,2,35.6897,139.6922
77,12655,67,2,2,0,10,0,11,0,67,2,36.2599,138.8899
146,12697,42,0,1,0,42,0,0,0,30,0,36.6218,-4.5003
33,12718,155,3,5,0,34,0,36,0,155,3,24.6832,120.9072
75,12776,60,2,1,0,52,1,0,0,60,2,41.0667,16.9167
70,12827,61,2,1,0,15,0,3,0,61,2,-6.9,112.05
69,12864,93,2,3,0,40,0,2,0,93,2,17.35,82.55
22,12870,51,2,1,0,28,0,0,0,51,2,-21.3808,-51.5708
69,12872,75,2,2,0,23,0,4,0,75,2,25.52,90.22
15,12885,46,0,1,0,39,0,1,0,46,0,51.3167,4.95
58,12939,44,0,1,0,44,0,0,0,24,0,52.9647,10.5658
165,13050,37,0,1,0,28,0,0,0,37,0,-5.1036,30.3911
85,13091,33,0,1,0,33,0,0,0,13,0,57.7833,26.0333
22,13138,41,0,0,0,17,0,0,0,41,0,-3.5428,-43.9158
136,13179,58,2,1,0,58,1,0,0,57,2,44.3333,21.0833
109,13196,50,0,1,0,37,0,1,0,50,0,51.3667,6.1667
100,13204,46,0,1,0,29,0,0,0,46,0,16.3,-92.6
5,13268,23,0,0,0,16,0,0,0,23,0,-40.8,-63.0
130,3721,40,0,1,0,40,0,1,0,28,0,51.5017,46.1222
166,3727,49,0,1,0,45,0,1,0,49,0,36.4063,-97.87
79,3790,80,2,1,0,27,0,0,0,80,2,51.9556,66.4042
22,3801,23,0,0,0,23,0,0,0,18,0,-14.9081,-42.8103
166,3841,56,2,1,0,47,0,2,0,56,2,39.339,-94.24
164,3877,37,0,1,0,37,0,1,0,35,0,56.0011,-3.7835
166,3946,86,2,2,0,86,1,1,0,39,0,30.5205,-87.1899
92,3952,47,0,1,0,17,0,0,0,47,0,-21.4536,47.0858
75,4003,62,2,1,0,62,1,0,0,54,2,41.4642,15.5461
28,4071,40,0,1,0,15,0,0,0,40,0,5.7167,10.9167
166,4075,63,2,2,0,27,0,13,0,63,2,33.7105,-117.9514
166,4095,48,0,1,0,43,0,1,0,48,0,35.92,-86.8516
166,4212,47,0,1,0,37,0,2,0,47,0,40.7385,-82.7792
33,4240,125,4,3,0,13,0,20,0,125,4,21.9135,110.8481
24,4244,54,2,1,0,25,0,0,0,54,2,11.8,-0.55
54,4248,72,2,1,0,43,0,2,0,72,2,48.8456,2.1869
166,4253,58,2,1,0,46,0,5,0,58,2,37.9753,-100.8527
166,4255,100,4,3,0,17,0,23,0,100,4,33.8943,-118.3072
22,4262,29,0,0,0,19,0,0,0,29,0,-29.2558,-51.5339
15,4311,55,2,1,0,41,0,1,0,55,2,50.5667,4.6833
166,3212,36,0,1,0,36,0,0,0,22,0,26.455,-80.0905
166,3239,51,2,1,0,48,0,2,0,51,2,52.9217,-1.4767
22,3245,60,2,1,0,27,0,0,0,60,2,-21.9039,-47.6189
109,3288,38,0,0,0,38,0,0,0,30,0,52.3333,4.9667
15,3292,53,2,1,0,38,0,1,0,53,2,50.9847,5.0514
58,3294,61,2,1,0,61,1,0,0,60,2,50.0167,8.7833
174,3311,45,0,1,0,30,0,3,0,45,0,48.6325,-2.0617
165,3349,21,0,0,0,21,0,0,0,18,0,-6.1731,35.7419
75,3367,83,2,1,0,39,0,0,0,83,2,46.1161,8.2911
22,3413,50,0,1,0,23,0,0,0,50,0,-21.4825,-51.5328
166,3447,43,0,1,0,41,0,1,0,43,0,53.35,-6.2603
15,3459,51,2,1,0,38,0,2,0,51,2,51.1,4.5167
164,3482,38,0,1,0,38,0,0,0,29,0,56.462,-2.9707
166,3508,52,2,1,0,32,0,1,0,52,2,44.817,-93.1638
166,3521,51,2,1,0,46,0,2,0,51,2,41.7634,-72.6152
77,3565,73,2,1,0,32,0,9,0,73,2,35.4464,139.3908
164,3568,37,0,1,0,36,0,1,0,37,0,53.4824,-2.339
58,3580,39,0,1,0,39,0,0,0,30,0,53.1258,7.9825
146,3630,38,0,1,0,38,0,0,0,37,0,36.7831,-2.8167
66,3638,76,2,1,0,22,0,0,0,76,2,15.4,-87.8
59,3689,29,0,0,0,23,0,0,0,29,0,5.0833,-1.35
79,3700,58,2,1,0,37,0,0,0,58,2,48.8267,58.1442
166,10757,28,0,0,0,21,0,2,0,28,0,30.527,-97.6642
130,10861,37,0,1,0,37,0,0,0,15,0,55.1167,33.25
130,10870,44,0,1,0,44,0,1,0,32,0,43.4847,44.5881
75,10916,57,2,1,0,57,1,0,0,56,2,37.8167,12.8
22,10919,20,0,0,0,20,0,0,0,15,0,-8.0669,-39.1222
130,10955,40,0,1,0,40,0,2,0,25,0,53.2028,50.1408
69,10960,157,3,2,0,72,1,1,0,157,3,21.47,83.97
69,10962,164,3,5,0,33,0,9,0,164,3,28.58,78.55
58,11882,61,2,1,0,51,1,0,0,61,2,48.0758,8.7378
166,11891,48,0,1,0,43,0,1,0,48,0,42.2471,-71.9919
174,11899,93,2,1,0,44,0,0,0,93,2,43.51,16.44
109,11925,37,0,0,0,37,0,0,0,31,0,52.9833,6.95
166,11952,48,0,1,0,48,0,1,0,19,0,35.7842,-80.8713
58,11962,62,2,1,0,52,1,0,0,62,2,50.9667,5.7667
130,12019,46,0,1,0,38,0,0,0,46,0,50.7833,36.4833
128,12026,64,2,1,0,46,0,0,0,64,2,41.4375,22.6431
146,12049,36,0,1,0,36,0,0,0,20,0,39.2026,-0.3112
77,12055,82,2,1,0,26,0,18,0,82,2,36.0258,139.7367
69,12079,152,3,3,0,37,0,3,0,152,3,34.2307,74.6472
77,12088,72,2,2,0,22,0,10,0,72,2,34.35,134.9
75,9807,72,2,1,0,60,1,0,0,72,2,45.05,9.7
166,9812,50,0,1,0,36,0,1,0,50,0,30.5322,-89.6724
166,9843,85,2,1,0,85,1,1,0,14,0,27.8589,-82.7078
22,9857,31,0,0,0,18,0,0,0,31,0,-2.5208,-45.0828
75,9869,74,2,1,0,49,0,0,0,74,2,44.9906,7.4637
22,9874,72,2,1,0,29,0,1,0,72,2,-22.7253,-47.6492
22,9880,23,0,0,0,20,0,0,0,23,0,-11.73,-40.555
130,9896,35,0,1,0,35,0,0,0,17,0,61.575,31.4778
166,9907,52,2,1,0,40,0,2,0,52,2,40.6154,-74.4157
54,9956,39,0,1,0,39,0,0,0,28,0,46.58,0.34
162,9972,46,0,1,0,44,0,0,0,46,0,49.5894,34.5514
69,9993,145,4,4,0,37,0,7,0,145,4,13.32,80.2
75,10000,65,2,1,0,65,1,0,0,48,0,43.775,11.4375
166,10045,51,2,1,0,38,0,3,0,51,2,34.1618,-119.2036
75,10097,51,2,1,0,51,1,0,0,36,0,40.6333,15.8
174,10235,65,2,1,0,33,0,2,0,65,2,10.5167,122.8
32,10251,22,0,1,0,22,0,1,0,18,0,-40.9167,-73.1667
166,10386,51,2,1,0,32,0,1,0,51,2,45.2617,-93.4494
58,10429,65,2,1,0,61,1,0,0,65,2,47.7881,12.1047
164,10468,46,0,1,0,38,0,0,0,46,0,54.618,-1.069
166,10489,50,0,1,0,44,0,2,0,50,0,-23.3167,17.0833
164,10492,33,0,1,0,33,0,1,0,30,0,51.237,-0.206
58,10494,43,0,1,0,43,0,0,0,22,0,53.5089,10.2483
167,10591,18,0,0,0,18,0,0,0,8,0,-9.9747,-67.81
166,10597,38,0,0,0,23,0,0,0,38,0,26.3808,-98.8215
146,10615,41,0,1,0,41,0,0,0,32,0,42.2011,2.1903
69,10620,154,3,2,0,23,0,4,0,154,3,19.97,76.78
166,10633,95,2,3,0,23,0,17,0,95,2,33.9381,-117.3949
46,10654,50,0,1,0,23,0,0,0,50,0,-0.92,-80.46
138,10688,21,0,1,0,20,0,0,0,21,0,9.0167,-12.95
123,9209,39,0,1,0,39,0,0,0,20,0,53.7778,20.4792
77,9232,51,2,1,0,46,0,3,0,51,2,34.4167,133.2
107,9302,43,0,0,0,32,0,0,0,43,0,-17.7833,15.6995
166,9317,51,2,1,0,45,0,1,0,51,2,41.1559,-73.8564
100,9398,161,3,1,0,38,0,3,0,161,3,19.0392,-98.7936
144,9400,171,3,6,0,15,0,9,0,171,3,-33.7242,18.9558
130,9468,50,0,1,0,50,0,0,0,11,0,50.05,46.8833
166,9474,49,0,1,0,30,0,3,0,49,0,33.7378,-116.3695
146,9478,42,0,1,0,42,0,0,0,31,0,39.5667,2.65
39,9493,43,0,1,0,34,0,0,0,43,0,3.5833,-76.25
166,9500,58,2,1,0,36,0,4,0,58,2,41.6637,-87.7958
174,9506,26,0,0,0,26,0,0,0,20,0,12.5667,124.9333
22,9517,23,0,0,0,23,0,0,0,17,0,-8.6639,-36.0058
75,9584,59,2,1,0,55,1,0,0,59,2,38.05,13.1167
166,9591,37,0,1,0,28,0,2,0,37,0,46.2506,-119.1305
22,9599,23,0,0,0,23,0,0,0,19,0,-7.995,-35.5808
166,9650,35,0,0,0,35,0,0,0,34,0,21.4031,-157.9566
22,2782,34,0,0,0,18,0,0,0,34,0,-4.2569,-43.0128
61,2834,65,2,2,0,18,0,3,0,65,2,15.6602,-92.1411
45,2872,102,4,1,0,35,0,0,0,102,4,18.91,-70.75
100,2877,190,3,1,0,35,0,3,0,190,3,19.3333,-98.1667
75,2902,60,2,1,0,60,1,0,0,41,0,41.15,16.4
166,3021,52,2,1,0,32,0,3,0,52,2,42.2333,-88.3351
129,9654,50,0,1,0,49,0,0,0,50,0,45.6333,27.8
164,9699,39,0,1,0,39,0,0,0,32,0,55.826,-3.22
166,9702,49,0,1,0,49,0,1,0,38,0,39.6266,-75.5089
166,9703,82,2,2,0,82,1,1,0,35,0,30.4413,-87.1911
39,9718,30,0,1,0,30,0,0,0,24,0,22.7753,-81.0153
166,9727,46,0,1,0,44,0,2,0,46,0,39.4068,-76.478
54,7619,47,0,1,0,47,0,3,0,42,0,43.416,5.2145
54,7642,54,2,1,0,42,0,1,0,54,2,50.3489,3.5442
92,7652,47,0,1,0,21,0,0,0,47,0,-16.1111,46.6439
152,7669,64,2,1,0,38,0,0,0,64,2,46.1,7.0667
77,7681,55,2,1,0,32,0,5,0,55,2,34.2833,133.8
166,7774,56,2,1,0,37,0,2,0,56,2,41.5174,-81.4534
130,7840,35,0,1,0,35,0,0,0,26,0,55.3333,41.65
5,7867,45,0,1,0,16,0,4,0,45,0,-32.8833,-68.8167
70,7887,34,0,0,0,21,0,0,0,34,0,-8.4932,140.4018
75,7888,69,2,1,0,69,1,0,0,54,2,40.7833,14.7667
58,7893,63,2,1,0,55,1,0,0,63,2,49.3603,7.06
166,7975,47,0,1,0,40,0,3,0,47,0,40.6148,-111.8927
166,8018,50,0,1,0,31,0,4,0,50,0,37.4336,-121.8921
166,8038,52,2,1,0,30,0,2,0,52,2,44.9635,-93.2678
130,8047,40,0,1,0,40,0,0,0,9,0,55.0667,57.55
22,8052,30,0,0,0,24,0,0,0,30,0,-21.4119,-42.1969
77,8068,91,2,3,0,36,0,8,0,91,2,40.6831,141.3691
77,8084,116,4,3,0,20,0,14,0,116,4,37.5316,138.9127
21,8108,39,0,1,0,31,0,0,0,39,0,-24.4167,26.15
32,8139,97,2,4,0,2,0,5,0,97,2,-35.1144,-71.2825
75,8167,87,2,1,0,63,1,0,0,87,2,45.2333,11.75
75,8202,67,2,1,0,67,1,0,0,43,0,43.9333,11.0333
147,8257,89,2,1,0,20,0,3,0,89,2,6.7991,79.8767
97,8306,70,2,1,0,70,1,0,0,42,0,35.9097,14.4261
121,8317,38,0,1,0,18,0,0,0,38,0,-6.1519,-79.7142
80,8343,30,0,0,0,15,0,0,0,30,0,3.527,39.056
159,8430,46,0,1,0,46,0,0,0,34,0,36.6333,33.4333
29,8540,31,0,1,0,31,0,0,0,31,0,41.2005,-76.0003
33,5884,97,2,2,0,97,1,2,0,77,2,22.615,120.2975
130,5953,34,0,1,0,34,0,0,0,32,0,54.9333,41.4
57,5956,33,0,1,0,33,0,0,0,31,0,41.925,44.4222
166,3514,55,2,2,0,28,0,11,0,55,2,40.4281,-74.4179
166,3523,55,2,1,0,15,0,10,0,55,2,33.7301,-116.941
166,3527,52,2,1,0,20,0,10,0,52,2,28.1206,-82.6868
15,3576,63,2,1,0,27,0,8,0,63,2,51.15,4.45
61,3632,38,0,1,0,13,0,1,0,38,0,15.5333,-89.35
34,3650,62,2,1,0,8,0,3,0,62,2,7.9333,-72.6
166,3674,65,2,2,0,14,0,19,0,65,2,42.0064,-87.9921
166,3683,58,2,1,0,40,0,1,0,58,2,46.9999,-120.5475
166,3401,58,2,2,0,26,0,8,0,58,2,31.2336,-85.407
58,3431,57,2,1,0,29,0,6,0,57,2,53.7,9.3833
166,7665,42,0,1,0,26,0,3,0,42,0,42.114,-70.7151
75,7673,47,0,1,0,47,0,1,0,27,0,40.7,17.3333
174,7769,38,0,1,0,24,0,0,0,38,0,-23.8667,35.35
81,7788,114,4,2,0,21,0,3,0,114,4,-26.3208,31.1617
152,7830,53,2,1,0,31,0,2,0,53,2,47.2667,8.6333
58,7834,65,2,1,0,34,0,3,0,65,2,48.5333,10.8333
55,8099,78,2,3,0,15,0,0,0,78,2,-5.9342,12.3494
166,8113,53,2,1,0,26,0,9,0,53,2,37.6375,-121.0028
80,8144,51,2,1,0,24,0,0,0,51,2,-4.05,39.6667
75,8153,56,2,1,0,46,0,2,0,56,2,43.75,13.1
45,8186,159,3,5,0,5,0,12,0,159,3,18.81,-69.79
75,8192,47,0,1,0,47,0,2,0,45,0,40.7,14.9833
76,8195,106,4,1,0,19,0,3,0,106,4,18.4667,-77.9167
109,8222,34,0,1,0,29,0,5,0,34,0,52.05,4.95
124,8230,31,0,1,0,31,0,4,0,28,0,38.6833,-8.9
166,7919,48,0,2,0,37,0,9,0,48,0,29.9977,-90.178
121,15,24,0,1,0,0,0,2,0,24,0,-13.6333,-72.8833
22,123,22,0,0,0,17,0,1,0,22,0,-8.45,-35.95
166,204,42,0,1,0,42,0,1,0,42,0,43.6548,-93.3643
146,220,31,0,1,0,31,0,1,0,26,0,37.9722,-1.2094
109,293,31,0,0,0,31,0,2,0,15,0,52.3667,5.2167
33,3098,25,0,1,0,17,0,1,0,25,0,25.6808,100.3003
69,3297,25,0,1,0,25,0,0,0,16,0,27.3932,95.6184
166,3340,110,4,4,0,4,0,35,0,110,4,41.0127,-73.8697
75,3361,60,2,2,0,31,0,7,0,60,2,45.4269,12.0753
130,3366,73,2,2,0,23,0,14,0,73,2,55.44,37.7619
69,6114,137,4,2,0,26,0,4,0,137,4,21.6712,74.5853
69,6132,160,3,3,0,67,1,2,0,160,3,24.0437,78.3301
58,6152,54,2,1,0,45,0,0,0,54,2,51.1333,7.5667
130,6181,34,0,1,0,34,0,0,0,5,0,59.3667,28.6167
130,6257,60,2,1,0,43,0,0,0,60,2,43.85,46.7167
54,6264,66,2,1,0,54,1,0,0,66,2,49.1583,7.0381
9,6274,63,2,1,0,40,0,0,0,63,2,47.215,14.8294
77,6315,126,4,3,0,6,0,23,0,126,4,35.291,136.9121
170,6323,59,2,1,0,8,0,3,0,59,2,14.3544,108.0075
123,6362,42,0,1,0,42,0,0,0,22,0,53.3167,17.9333
77,6372,77,2,2,0,32,0,6,0,77,2,34.7184,137.5316
58,6478,66,2,1,0,58,1,0,0,66,2,48.25,10.3667
94,6483,70,2,2,0,10,0,3,0,70,2,4.18,102.05
58,6503,54,2,1,0,49,0,0,0,54,2,50.1,11.4333
130,6534,58,2,1,0,44,0,2,0,58,2,43.2044,46.0911
